person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default,risk_segment
30,42000,Own,7.0,Education,A,1200,6.62,0,0.03,N,8,0.02,Low Risk
32,25404,Rent,16.0,Education,C,9950,12.68,1,0.39,Y,7,0.97,High Risk
32,25200,Rent,9.0,Medical,A,4900,6.17,0,0.19,N,6,0.04,Low Risk
27,30000,Rent,11.0,Medical,B,4900,11.71,0,0.16,N,5,0.05,Low Risk
31,24000,Rent,0.0,Debt Consolidation,A,9925,6.62,1,0.41,N,6,1.0,High Risk
30,93500,Rent,3.0,Education,C,9925,12.09,0,0.11,Y,7,0.0,Low Risk
28,39000,Rent,3.0,Venture,B,9900,10.95,0,0.25,N,6,0.02,Low Risk
31,41303,Rent,4.0,Personal,B,9900,11.89,0,0.24,N,10,0.08,Low Risk
27,50000,Rent,1.0,Personal,C,9900,14.35,0,0.2,N,5,0.0,Low Risk
32,70000,Rent,2.0,Personal,A,9850,7.75,0,0.14,N,9,0.0,Low Risk
30,38400,Rent,2.0,Personal,B,9800,11.48,0,0.26,N,5,0.02,Low Risk
27,48000,Rent,7.0,Education,A,9800,8.59,0,0.2,N,5,0.04,Low Risk
31,42000,Mortgage,3.0,Medical,A,9000,6.99,0,0.21,N,8,0.01,Low Risk
35,36000,Mortgage,4.0,Education,B,16000,10.99,1,0.44,N,8,0.64,High Risk
28,42000,Mortgage,5.0,Home Improvement,A,6000,5.42,0,0.14,N,9,0.01,Low Risk
27,42000,Mortgage,11.0,Personal,A,3500,8.49,0,0.08,N,9,0.02,Low Risk
31,20800,Rent,3.0,Medical,D,9750,17.19,1,0.47,Y,6,1.0,High Risk
28,32400,Rent,3.0,Medical,D,4900,14.12,1,0.15,N,7,0.95,High Risk
27,43000,Rent,8.0,Venture,B,4900,9.91,0,0.11,N,5,0.01,Low Risk
33,38000,Rent,10.0,Education,C,4900,10.28,1,0.13,Y,6,0.72,High Risk
28,42100,Rent,0.0,Personal,B,4925,11.49,0,0.12,N,7,0.04,Low Risk
27,30000,Rent,5.0,Personal,B,4975,10.37,0,0.17,N,10,0.04,Low Risk
30,42000,Own,8.0,Medical,C,8000,12.99,0,0.19,N,9,0.0,Low Risk
33,42000,Mortgage,2.0,Personal,A,9050,7.49,0,0.22,N,7,0.01,Low Risk
29,28000,Rent,2.0,Medical,D,5000,16.07,1,0.18,N,8,0.99,High Risk
29,28140,Rent,0.0,Medical,A,5000,7.29,0,0.18,N,9,0.03,Low Risk
34,42000,Mortgage,18.0,Home Improvement,A,2000,5.79,0,0.05,N,8,0.06,Low Risk
28,28800,Rent,2.0,Venture,B,5000,10.65,0,0.17,N,9,0.01,Low Risk
32,28800,Rent,16.0,Medical,B,5000,10.59,0,0.17,N,9,0.07,Low Risk
31,28800,Rent,1.0,Venture,B,5000,9.25,0,0.17,N,7,0.01,Low Risk
27,28800,Rent,6.0,Education,D,5000,14.96,0,0.17,Y,5,0.17,Low Risk
27,28968,Rent,1.0,Personal,C,5000,13.16,0,0.17,Y,5,0.1,Low Risk
29,29000,Rent,3.0,Venture,C,5000,15.23,0,0.17,Y,7,0.11,Low Risk
32,42000,Mortgage,16.0,Debt Consolidation,A,10375,5.42,0,0.25,N,7,0.02,Low Risk
28,42000,Mortgage,6.0,Education,B,5000,10.37,0,0.12,N,5,0.05,Low Risk
33,42000,Mortgage,5.0,Education,A,9000,5.79,0,0.21,N,5,0.03,Low Risk
34,42000,Mortgage,7.0,Medical,B,7500,11.11,0,0.18,N,7,0.04,Low Risk
31,30000,Rent,4.0,Home Improvement,B,5000,9.91,1,0.17,N,5,0.96,High Risk
29,30000,Rent,3.0,Medical,B,5000,11.49,0,0.17,N,9,0.05,Low Risk
27,30000,Rent,0.0,Medical,C,5000,13.72,0,0.17,N,8,0.06,Low Risk
28,30000,Rent,1.0,Personal,A,5000,6.17,0,0.17,N,6,0.0,Low Risk
28,30000,Rent,3.0,Medical,B,5000,9.88,0,0.17,N,8,0.04,Low Risk
33,30000,Rent,0.0,Medical,A,5000,7.74,0,0.17,N,8,0.0,Low Risk
29,36000,Mortgage,6.0,Personal,A,8000,6.54,1,0.22,N,8,0.7,High Risk
28,42000,Mortgage,0.0,Debt Consolidation,B,12000,9.62,0,0.29,N,7,0.05,Low Risk
29,30000,Rent,3.0,Venture,A,5000,9.32,0,0.17,N,5,0.0,Low Risk
30,30240,Rent,1.0,Education,C,5000,14.72,0,0.17,Y,10,0.12,Low Risk
29,30796,Rent,13.0,Medical,D,5000,14.96,0,0.16,Y,8,0.24,Medium Risk
32,30960,Rent,5.0,Venture,B,5000,11.49,0,0.16,N,10,0.01,Low Risk
30,31000,Rent,1.0,Venture,B,5000,9.91,0,0.16,N,10,0.03,Low Risk
35,31000,Rent,0.0,Venture,C,5000,14.35,0,0.16,N,7,0.04,Low Risk
29,31100,Rent,2.0,Debt Consolidation,B,5000,9.63,0,0.16,N,8,0.04,Low Risk
34,42000,Own,1.0,Venture,A,22750,6.91,0,0.54,N,10,0.01,Low Risk
31,42000,Own,0.0,Home Improvement,B,7200,9.99,0,0.17,N,8,0.0,Low Risk
35,31577,Rent,6.0,Medical,B,5000,9.99,0,0.16,N,9,0.04,Low Risk
28,42000,Mortgage,12.0,Venture,A,11000,5.42,0,0.26,N,7,0.0,Low Risk
28,32000,Rent,5.0,Medical,A,5000,6.99,0,0.16,N,7,0.01,Low Risk
27,42000,Mortgage,0.0,Personal,C,8000,13.61,0,0.19,Y,9,0.05,Low Risk
29,42000,Own,13.0,Medical,A,2500,6.76,0,0.06,N,5,0.02,Low Risk
33,42000,Mortgage,12.0,Venture,A,6400,7.88,0,0.15,N,10,0.0,Low Risk
27,32760,Rent,4.0,Personal,D,5000,15.21,0,0.15,Y,9,0.16,Low Risk
28,42000,Mortgage,4.0,Personal,B,10000,10.75,0,0.24,N,9,0.0,Low Risk
29,33000,Rent,6.0,Medical,A,5000,8.9,0,0.15,N,7,0.03,Low Risk
27,33000,Rent,9.0,Personal,B,5000,10.0,0,0.15,N,10,0.06,Low Risk
27,42000,Own,3.0,Personal,B,8500,10.38,0,0.2,N,7,0.01,Low Risk
27,33000,Rent,4.0,Education,C,5000,14.22,0,0.15,Y,10,0.06,Low Risk
29,42000,Mortgage,5.0,Medical,C,2500,13.98,0,0.06,N,8,0.18,Low Risk
28,33600,Rent,12.0,Venture,A,5000,5.42,0,0.15,N,8,0.0,Low Risk
27,42000,Mortgage,0.0,Home Improvement,A,4200,6.76,0,0.1,N,7,0.03,Low Risk
29,33600,Rent,0.0,Debt Consolidation,C,5000,13.92,0,0.15,Y,10,0.09,Low Risk
27,33600,Rent,8.0,Medical,C,5000,12.87,0,0.15,Y,6,0.11,Low Risk
29,42000,Mortgage,8.0,Personal,C,7800,13.11,0,0.19,N,9,0.03,Low Risk
30,42000,Mortgage,13.0,Education,D,3000,15.33,0,0.07,Y,9,0.03,Low Risk
31,34000,Rent,3.0,Debt Consolidation,A,5000,5.42,0,0.15,N,7,0.02,Low Risk
27,34152,Rent,5.0,Medical,C,5000,13.79,0,0.15,N,10,0.04,Low Risk
28,42000,Mortgage,13.0,Personal,D,8500,14.96,0,0.2,N,10,0.07,Low Risk
35,34868,Rent,14.0,Medical,E,5000,6.0,1,0.14,N,6,0.84,High Risk
31,35000,Rent,3.0,Venture,B,5000,10.65,0,0.14,N,5,0.01,Low Risk
28,29000,Rent,1.0,Personal,C,5000,15.96,1,0.17,Y,7,0.71,High Risk
33,35000,Rent,0.0,Personal,A,5000,8.9,0,0.14,N,5,0.04,Low Risk
27,35000,Rent,9.0,Debt Consolidation,B,5000,11.49,0,0.14,N,8,0.02,Low Risk
27,35004,Rent,7.0,Medical,B,5000,10.75,0,0.14,N,8,0.03,Low Risk
32,42000,Own,0.0,Personal,B,10400,11.14,0,0.25,N,9,0.0,Low Risk
27,36000,Mortgage,9.0,Debt Consolidation,E,15200,16.35,1,0.42,Y,6,0.89,High Risk
35,36000,Rent,3.0,Debt Consolidation,A,5000,7.51,0,0.14,N,5,0.01,Low Risk
32,42000,Mortgage,3.0,Venture,A,9000,7.74,0,0.21,N,8,0.0,Low Risk
29,42000,Mortgage,9.0,Home Improvement,A,2500,7.74,0,0.06,N,7,0.04,Low Risk
27,30000,Rent,2.0,Debt Consolidation,E,5000,17.99,1,0.17,Y,10,1.0,High Risk
29,42000,Mortgage,9.0,Education,B,8500,10.95,0,0.2,N,6,0.01,Low Risk
27,36000,Rent,5.0,Education,B,5000,9.63,0,0.14,N,8,0.03,Low Risk
28,42000,Own,1.0,Venture,C,15000,13.47,0,0.36,N,9,0.0,Low Risk
31,36000,Rent,2.0,Medical,B,5000,10.36,0,0.14,N,9,0.01,Low Risk
30,36000,Rent,2.0,Venture,B,5000,10.75,0,0.14,N,5,0.01,Low Risk
32,36000,Rent,2.0,Venture,B,5000,11.83,0,0.14,N,10,0.01,Low Risk
27,42000,Mortgage,2.0,Venture,C,20000,12.84,0,0.48,Y,7,0.08,Low Risk
28,42000,Own,2.0,Medical,C,6000,12.84,0,0.14,N,9,0.01,Low Risk
30,36933,Rent,2.0,Personal,C,5000,11.91,0,0.14,Y,6,0.08,Low Risk
32,42000,Own,15.0,Medical,B,1800,10.2,0,0.04,N,9,0.03,Low Risk
32,37000,Rent,0.0,Venture,B,5000,11.49,0,0.14,N,7,0.01,Low Risk
32,37000,Rent,3.0,Education,B,5000,9.62,0,0.14,N,7,0.03,Low Risk
27,36000,Mortgage,0.0,Education,A,6825,8.32,1,0.19,N,9,0.66,High Risk
32,37300,Rent,2.0,Venture,B,5000,12.53,0,0.13,N,9,0.0,Low Risk
32,37500,Rent,6.0,Medical,A,5000,6.03,0,0.13,N,9,0.03,Low Risk
27,31513,Rent,11.0,Home Improvement,A,5000,6.62,1,0.16,N,7,0.92,High Risk
32,37992,Rent,3.0,Venture,E,5000,16.35,0,0.13,N,5,0.19,Low Risk
32,32000,Rent,6.0,Debt Consolidation,D,5000,18.25,1,0.16,Y,7,0.96,High Risk
27,36082,Mortgage,5.0,Education,A,5000,6.62,1,0.14,N,9,0.68,High Risk
29,32000,Rent,1.0,Personal,D,5000,14.84,1,0.16,N,8,0.98,High Risk
29,42108,Own,0.0,Education,A,2500,8.0,0,0.06,N,5,0.0,Low Risk
29,38000,Rent,0.0,Medical,B,5000,11.36,0,0.13,N,5,0.02,Low Risk
27,42162,Other,11.0,Venture,A,2400,7.74,0,0.06,N,8,0.01,Low Risk
28,42200,Mortgage,5.0,Venture,B,13200,11.48,0,0.31,N,8,0.01,Low Risk
27,38004,Rent,8.0,Medical,A,5000,9.63,0,0.13,N,10,0.05,Low Risk
28,42240,Own,2.0,Medical,B,12000,11.86,0,0.28,N,6,0.02,Low Risk
27,38250,Rent,1.0,Medical,A,5000,7.51,0,0.13,N,5,0.01,Low Risk
32,38300,Rent,4.0,Medical,B,5000,10.25,0,0.13,N,9,0.01,Low Risk
28,38400,Rent,3.0,Debt Consolidation,C,5000,13.49,0,0.13,Y,6,0.03,Low Risk
31,42300,Own,15.0,Venture,A,2000,6.92,0,0.05,N,9,0.01,Low Risk
27,38400,Rent,6.0,Medical,B,5000,9.88,0,0.13,N,10,0.04,Low Risk
33,38500,Rent,1.0,Debt Consolidation,A,5000,7.14,0,0.13,N,10,0.04,Low Risk
28,39000,Rent,3.0,Venture,B,5000,10.25,0,0.13,N,10,0.0,Low Risk
27,42500,Mortgage,4.0,Debt Consolidation,C,8000,13.06,0,0.19,N,5,0.01,Low Risk
28,39516,Rent,0.0,Education,C,5000,12.87,0,0.13,N,10,0.06,Low Risk
34,39996,Rent,1.0,Personal,A,5000,7.51,0,0.13,N,6,0.0,Low Risk
27,40000,Rent,9.0,Personal,A,5000,8.49,0,0.13,N,8,0.02,Low Risk
27,40000,Rent,1.0,Medical,B,5000,11.99,0,0.13,N,9,0.02,Low Risk
27,40000,Rent,3.0,Education,A,5000,7.29,0,0.13,N,5,0.02,Low Risk
35,34000,Rent,7.0,Education,D,5000,16.32,1,0.15,N,6,0.75,High Risk
28,34000,Rent,1.0,Venture,C,5000,14.26,1,0.15,Y,9,0.65,High Risk
34,40000,Rent,2.0,Venture,B,5000,12.53,0,0.13,N,10,0.0,Low Risk
35,34000,Rent,0.0,Debt Consolidation,E,5000,15.45,1,0.15,Y,6,0.98,High Risk
31,40000,Rent,0.0,Venture,B,5000,9.45,0,0.13,N,10,0.01,Low Risk
34,42994,Own,7.0,Education,D,7675,13.87,0,0.18,N,8,0.05,Low Risk
27,34040,Rent,3.0,Medical,B,5000,10.25,1,0.15,N,10,0.76,High Risk
27,40752,Rent,6.0,Medical,C,5000,13.49,0,0.12,N,8,0.03,Low Risk
35,40800,Rent,5.0,Venture,A,5000,6.54,0,0.12,N,5,0.0,Low Risk
27,34900,Rent,3.0,Medical,E,5000,16.7,1,0.14,Y,9,0.96,High Risk
28,35000,Rent,0.0,Home Improvement,A,5000,8.9,1,0.14,N,9,0.92,High Risk
29,41000,Rent,3.0,Personal,B,5000,11.49,0,0.12,N,9,0.03,Low Risk
31,41004,Rent,5.0,Medical,D,5000,15.28,0,0.12,N,10,0.25,Medium Risk
34,41600,Rent,0.0,Personal,B,5000,10.65,0,0.12,N,6,0.04,Low Risk
28,42000,Rent,4.0,Medical,A,5000,5.42,0,0.12,N,5,0.02,Low Risk
29,42000,Rent,3.0,Medical,D,5000,15.99,0,0.12,Y,6,0.28,Medium Risk
35,42000,Rent,6.0,Medical,A,5000,6.99,0,0.12,N,10,0.0,Low Risk
27,42000,Rent,1.0,Personal,B,5000,10.99,0,0.12,N,10,0.02,Low Risk
28,43000,Mortgage,6.0,Venture,A,15000,6.03,0,0.35,N,5,0.01,Low Risk
27,42000,Rent,7.0,Medical,B,5000,11.11,0,0.12,N,9,0.08,Low Risk
27,42000,Rent,7.0,Debt Consolidation,A,5000,5.42,0,0.12,N,5,0.02,Low Risk
31,42000,Rent,3.0,Medical,B,5000,11.86,0,0.12,N,9,0.01,Low Risk
28,43000,Mortgage,11.0,Personal,C,5000,12.99,0,0.12,Y,5,0.07,Low Risk
32,42000,Rent,4.0,Debt Consolidation,B,5000,10.08,0,0.12,N,9,0.0,Low Risk
28,42016,Rent,3.0,Medical,B,5000,10.36,0,0.12,N,5,0.01,Low Risk
27,42072,Rent,3.0,Venture,B,5000,11.49,0,0.12,N,10,0.0,Low Risk
31,42100,Rent,4.0,Debt Consolidation,B,5000,10.36,0,0.12,N,9,0.01,Low Risk
32,36500,Rent,2.0,Home Improvement,A,5000,6.91,1,0.14,N,5,0.9,High Risk
27,43000,Mortgage,11.0,Venture,A,17500,7.29,0,0.41,N,7,0.01,Low Risk
27,42996,Rent,1.0,Medical,C,5000,13.61,0,0.12,N,6,0.03,Low Risk
28,43000,Rent,12.0,Medical,B,5000,11.71,0,0.12,N,9,0.06,Low Risk
31,43000,Rent,1.0,Medical,B,5000,9.99,0,0.12,N,10,0.02,Low Risk
30,43000,Rent,0.0,Venture,B,5000,9.62,0,0.12,N,9,0.0,Low Risk
28,43000,Mortgage,4.0,Medical,A,13800,6.91,0,0.32,N,6,0.05,Low Risk
33,43000,Mortgage,4.0,Home Improvement,C,10000,13.35,0,0.23,Y,10,0.01,Low Risk
28,38000,Rent,7.0,Personal,C,5000,13.49,1,0.13,N,6,0.73,High Risk
28,44000,Rent,7.0,Debt Consolidation,A,5000,5.42,0,0.11,N,7,0.06,Low Risk
35,44908,Rent,6.0,Education,A,5000,6.92,0,0.11,N,7,0.0,Low Risk
27,43000,Own,11.0,Education,A,15000,7.51,0,0.35,N,5,0.04,Low Risk
35,39000,Rent,8.0,Medical,B,5000,9.99,1,0.13,N,6,0.56,Medium Risk
28,39000,Rent,6.0,Debt Consolidation,A,5000,5.99,1,0.13,N,7,0.66,High Risk
28,43000,Mortgage,12.0,Home Improvement,C,12000,13.48,0,0.28,N,6,0.09,Low Risk
34,43000,Mortgage,9.0,Debt Consolidation,A,11000,7.88,0,0.26,N,10,0.01,Low Risk
32,43000,Mortgage,6.0,Venture,A,12000,7.88,0,0.28,N,7,0.0,Low Risk
31,45000,Rent,2.0,Venture,C,5000,13.35,0,0.11,N,8,0.01,Low Risk
32,39000,Rent,5.0,Medical,D,5000,14.09,1,0.13,N,10,0.87,High Risk
32,45000,Rent,1.0,Debt Consolidation,B,5000,10.36,0,0.11,N,5,0.0,Low Risk
32,45000,Rent,1.0,Personal,A,5000,7.88,0,0.11,N,10,0.01,Low Risk
28,45000,Rent,2.0,Personal,C,5000,12.73,0,0.11,N,7,0.07,Low Risk
28,43000,Mortgage,12.0,Home Improvement,A,8000,9.32,0,0.19,N,10,0.03,Low Risk
33,45360,Rent,3.0,Personal,D,5000,15.99,0,0.11,N,6,0.07,Low Risk
27,45500,Rent,2.0,Education,B,5000,11.71,0,0.11,N,5,0.07,Low Risk
29,43000,Mortgage,13.0,Medical,A,10000,8.0,0,0.23,N,9,0.05,Low Risk
28,37000,Mortgage,3.0,Home Improvement,C,6000,12.53,1,0.16,N,9,0.67,High Risk
31,43200,Mortgage,0.0,Venture,A,3000,8.9,0,0.07,N,6,0.01,Low Risk
29,47000,Rent,2.0,Personal,B,5000,10.62,0,0.11,N,7,0.01,Low Risk
31,41000,Rent,1.0,Education,D,5000,16.07,1,0.12,N,9,0.98,High Risk
30,43200,Mortgage,5.0,Home Improvement,C,4200,13.49,0,0.1,Y,7,0.04,Low Risk
27,43200,Own,2.0,Venture,B,5000,12.69,0,0.12,N,8,0.0,Low Risk
34,47000,Rent,7.0,Education,C,5000,12.73,0,0.11,N,6,0.06,Low Risk
33,43200,Mortgage,2.0,Debt Consolidation,A,5000,7.51,0,0.12,N,8,0.01,Low Risk
30,41998,Rent,0.0,Home Improvement,E,5000,16.0,1,0.12,N,6,1.0,High Risk
27,48000,Rent,3.0,Debt Consolidation,B,5000,11.71,0,0.1,N,7,0.02,Low Risk
32,43200,Mortgage,7.0,Home Improvement,A,15000,7.91,0,0.35,N,7,0.01,Low Risk
31,42000,Rent,2.0,Education,A,5000,8.49,1,0.12,N,10,0.66,High Risk
29,43200,Own,13.0,Personal,A,4625,5.42,0,0.11,N,6,0.0,Low Risk
30,43200,Own,6.0,Home Improvement,B,2000,10.99,0,0.05,N,9,0.02,Low Risk
32,48000,Rent,9.0,Personal,A,5000,6.92,0,0.1,N,10,0.01,Low Risk
28,48000,Rent,4.0,Education,A,5000,7.29,0,0.1,N,8,0.02,Low Risk
32,48000,Rent,5.0,Debt Consolidation,B,5000,11.49,0,0.1,N,8,0.0,Low Risk
29,42000,Rent,0.0,Home Improvement,D,5000,14.96,1,0.12,N,9,0.99,High Risk
28,43200,Own,5.0,Personal,B,12250,9.99,0,0.28,N,6,0.02,Low Risk
27,48000,Rent,2.0,Medical,B,5000,11.58,0,0.1,N,5,0.03,Low Risk
30,43200,Mortgage,14.0,Personal,B,5000,11.36,0,0.12,N,9,0.06,Low Risk
32,48000,Rent,8.0,Debt Consolidation,C,5000,11.97,0,0.1,Y,10,0.04,Low Risk
29,48504,Rent,0.0,Debt Consolidation,C,5000,13.98,0,0.1,Y,5,0.05,Low Risk
28,48879,Rent,4.0,Personal,B,5000,12.42,0,0.1,N,7,0.02,Low Risk
28,43344,Mortgage,4.0,Personal,B,10000,11.12,0,0.23,N,9,0.01,Low Risk
30,37400,Mortgage,6.0,Medical,D,12700,17.27,1,0.34,N,5,0.97,High Risk
27,43495,Mortgage,3.0,Education,B,10800,10.99,0,0.25,N,6,0.05,Low Risk
28,43500,Mortgage,12.0,Education,B,4000,12.69,0,0.09,N,8,0.04,Low Risk
28,44000,Rent,0.0,Home Improvement,C,5000,12.99,1,0.11,Y,5,0.82,High Risk
30,43500,Mortgage,5.0,Education,C,11250,13.61,0,0.26,Y,9,0.08,Low Risk
34,55000,Rent,7.0,Venture,A,9000,7.74,0,0.16,N,6,0.0,Low Risk
27,43680,Mortgage,3.0,Debt Consolidation,B,7000,10.65,0,0.16,N,10,0.02,Low Risk
33,55070,Rent,0.0,Medical,A,9000,8.49,0,0.16,N,5,0.0,Low Risk
29,43680,Own,0.0,Debt Consolidation,D,10000,14.46,0,0.23,N,8,0.05,Low Risk
27,57057,Rent,3.0,Venture,C,9000,13.11,0,0.16,N,5,0.05,Low Risk
29,43800,Own,13.0,Home Improvement,A,4800,7.05,0,0.11,N,7,0.01,Low Risk
27,57500,Rent,2.0,Debt Consolidation,C,9000,11.97,0,0.16,Y,9,0.0,Low Risk
27,43900,Mortgage,2.0,Personal,B,14000,10.38,0,0.32,N,10,0.03,Low Risk
27,53321,Rent,11.0,Medical,D,9000,15.58,1,0.17,Y,7,0.96,High Risk
29,59520,Rent,13.0,Home Improvement,A,9000,5.42,0,0.15,N,9,0.03,Low Risk
33,60000,Rent,3.0,Personal,A,9000,8.49,0,0.15,N,5,0.01,Low Risk
31,60000,Rent,3.0,Medical,C,9000,13.06,0,0.15,N,7,0.0,Low Risk
33,44000,Mortgage,17.0,Venture,A,16000,7.9,0,0.36,N,10,0.03,Low Risk
35,54000,Rent,1.0,Medical,D,9000,14.46,1,0.17,N,9,0.98,High Risk
29,60000,Rent,7.0,Education,C,9000,13.61,0,0.15,N,9,0.03,Low Risk
28,44000,Mortgage,12.0,Medical,B,8000,10.59,0,0.18,N,6,0.04,Low Risk
31,54000,Rent,3.0,Home Improvement,D,9000,12.49,1,0.17,N,7,0.81,High Risk
30,61000,Rent,1.0,Personal,B,9000,11.49,0,0.15,N,5,0.01,Low Risk
32,56000,Rent,1.0,Medical,D,9000,15.05,1,0.16,Y,6,0.99,High Risk
32,44000,Mortgage,8.0,Medical,A,3600,6.99,0,0.08,N,8,0.01,Low Risk
31,56004,Rent,3.0,Education,D,9000,14.46,1,0.16,Y,5,0.76,High Risk
30,38000,Mortgage,5.0,Education,E,10000,17.99,1,0.26,N,6,0.74,High Risk
29,44000,Mortgage,3.0,Education,B,5500,10.99,0,0.13,N,7,0.04,Low Risk
31,62201,Rent,2.0,Debt Consolidation,B,9000,12.53,0,0.14,N,8,0.0,Low Risk
29,62532,Rent,6.0,Venture,C,9000,13.49,0,0.14,N,6,0.0,Low Risk
31,62839,Rent,15.0,Home Improvement,D,9000,15.33,0,0.14,N,10,0.13,Low Risk
30,65000,Rent,3.0,Education,B,9000,12.42,0,0.14,N,5,0.06,Low Risk
34,44000,Own,2.0,Venture,C,10000,13.43,0,0.23,N,6,0.0,Low Risk
28,44000,Mortgage,5.0,Debt Consolidation,C,7000,13.06,0,0.16,N,9,0.02,Low Risk
30,44000,Mortgage,1.0,Education,A,6800,6.91,0,0.15,N,7,0.0,Low Risk
28,66000,Rent,11.0,Debt Consolidation,C,9000,13.99,0,0.14,N,7,0.01,Low Risk
27,44000,Own,4.0,Personal,C,2000,13.35,0,0.05,N,5,0.04,Low Risk
30,67092,Rent,0.0,Debt Consolidation,C,9000,12.87,0,0.13,N,8,0.0,Low Risk
32,44000,Mortgage,9.0,Debt Consolidation,A,15600,6.17,0,0.35,N,5,0.08,Low Risk
29,44000,Mortgage,13.0,Medical,A,24000,6.91,0,0.55,N,8,0.18,Low Risk
33,69996,Rent,2.0,Home Improvement,B,9000,11.58,0,0.13,N,5,0.03,Low Risk
31,70000,Rent,0.0,Venture,B,9000,10.0,0,0.13,N,5,0.0,Low Risk
28,44000,Own,10.0,Personal,D,7500,14.84,0,0.17,Y,8,0.03,Low Risk
27,70176,Rent,3.0,Venture,A,9000,7.88,0,0.13,N,8,0.0,Low Risk
27,44000,Mortgage,3.0,Education,C,5700,13.23,0,0.13,Y,9,0.09,Low Risk
35,44000,Mortgage,5.0,Debt Consolidation,A,6500,7.51,0,0.15,N,7,0.01,Low Risk
33,72000,Rent,9.0,Personal,B,9000,11.14,0,0.13,N,5,0.05,Low Risk
27,44000,Mortgage,3.0,Education,C,6400,13.85,0,0.15,Y,7,0.08,Low Risk
27,69000,Rent,0.0,Personal,D,9000,16.77,1,0.13,Y,6,0.96,High Risk
27,38000,Mortgage,0.0,Medical,C,14000,14.26,1,0.37,Y,9,0.69,High Risk
28,75000,Rent,4.0,Debt Consolidation,B,9000,12.21,0,0.12,N,8,0.08,Low Risk
29,77800,Rent,2.0,Home Improvement,B,9000,12.42,0,0.12,N,6,0.05,Low Risk
30,44000,Mortgage,14.0,Home Improvement,A,11000,8.0,0,0.25,N,5,0.06,Low Risk
27,83200,Rent,11.0,Education,D,9000,15.31,0,0.11,Y,5,0.07,Low Risk
27,44000,Mortgage,2.0,Medical,A,7500,8.0,0,0.17,N,8,0.03,Low Risk
34,84000,Rent,3.0,Personal,A,9000,5.79,0,0.11,N,10,0.0,Low Risk
31,44000,Own,6.0,Home Improvement,D,17350,13.55,0,0.39,Y,7,0.06,Low Risk
28,66725,Rent,3.0,Medical,D,9000,16.29,1,0.11,Y,9,0.95,High Risk
27,38004,Mortgage,0.0,Debt Consolidation,D,12000,16.77,1,0.32,N,6,0.86,High Risk
33,44004,Mortgage,4.0,Education,A,9275,7.29,0,0.21,N,7,0.02,Low Risk
27,44004,Mortgage,2.0,Medical,A,10000,6.92,0,0.23,N,9,0.0,Low Risk
28,44004,Mortgage,5.0,Medical,C,6000,13.06,0,0.14,Y,10,0.06,Low Risk
27,85000,Rent,6.0,Home Improvement,B,9000,10.36,0,0.11,N,5,0.0,Low Risk
27,73004,Rent,5.0,Education,A,9000,9.63,1,0.12,N,7,0.65,High Risk
33,88000,Rent,3.0,Venture,D,9000,14.54,0,0.1,N,9,0.02,Low Risk
27,88000,Rent,11.0,Debt Consolidation,A,9000,6.91,0,0.1,N,10,0.0,Low Risk
30,64698,Rent,11.0,Medical,D,9000,16.0,1,0.12,Y,5,0.95,High Risk
27,90000,Rent,2.0,Debt Consolidation,C,9000,13.49,0,0.1,N,7,0.01,Low Risk
31,90000,Rent,6.0,Personal,A,9000,5.42,0,0.1,N,9,0.01,Low Risk
27,44200,Mortgage,11.0,Medical,C,11500,15.27,0,0.26,Y,10,0.14,Low Risk
28,44300,Mortgage,12.0,Home Improvement,A,4325,7.49,0,0.1,N,5,0.03,Low Risk
27,38300,Mortgage,2.0,Personal,B,6000,10.99,1,0.16,N,10,0.69,High Risk
33,87550,Rent,0.0,Medical,C,9000,14.65,1,0.09,Y,7,0.62,High Risk
32,44400,Mortgage,5.0,Home Improvement,D,6500,14.84,0,0.15,Y,7,0.07,Low Risk
27,130000,Rent,9.0,Home Improvement,A,9000,7.05,0,0.07,N,6,0.0,Low Risk
29,44400,Mortgage,13.0,Home Improvement,B,21000,10.99,0,0.47,N,8,0.02,Low Risk
28,44447,Mortgage,8.0,Education,C,6000,12.72,0,0.13,Y,7,0.07,Low Risk
30,44449,Mortgage,2.0,Venture,C,21250,13.48,0,0.48,Y,6,0.06,Low Risk
34,44460,Mortgage,7.0,Debt Consolidation,A,9600,7.49,0,0.22,N,8,0.04,Low Risk
32,44500,Own,3.0,Education,A,15000,7.51,0,0.34,N,5,0.06,Low Risk
32,44500,Mortgage,16.0,Venture,A,6000,8.9,0,0.13,N,9,0.0,Low Risk
30,80000,Rent,0.0,Medical,A,8900,6.17,0,0.11,N,10,0.0,Low Risk
31,116400,Rent,3.0,Venture,B,8900,10.0,0,0.08,N,5,0.0,Low Risk
28,44500,Mortgage,2.0,Personal,A,10000,8.59,0,0.22,N,6,0.03,Low Risk
28,44500,Mortgage,4.0,Venture,A,6000,8.0,0,0.13,N,9,0.0,Low Risk
28,44500,Mortgage,5.0,Venture,B,20000,9.45,0,0.45,N,10,0.01,Low Risk
28,24000,Rent,8.0,Venture,B,8875,10.65,1,0.37,N,9,1.0,High Risk
27,44630,Own,10.0,Medical,B,10825,10.99,0,0.24,N,8,0.0,Low Risk
